,timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
0,1416722400.0,4.60925482994605,0,0,0,76.7674233255152,0.0,0.0,0.0
1,1416726000.0,11.018753673449043,0,0,0,-9.57545432604352,322.35,125.553118779233,16.6203858558267
2,1416729600.0,9.02457049666798,0,0,0,-33.9131702271425,558.326577819828,242.55,33.2175265991656
3,1416733200.0,13.568123904743908,0,0,0,-45.2694146702061,644.7,343.017499553594,49.7682096279203
4,1416736800.0,10.49806607375648,0,0,0,-29.7344636522145,558.326577819828,420.108923375831,66.2492873153095
5,1416740400.0,10.157690010085137,0,0,0,-5.81307671398456,322.35,468.570618332827,82.6377093839155
6,1416744000.0,11.538924173472113,0,0,0,-42.142290918142,7.895297914102992e-14,485.1,98.9105551435818
7,1416747600.0,8.091733736472397,0,0,0,14.4326917624267,-322.35,468.570618332827,115.04506554807
8,1416751200.0,3.4243237464490335,0,0,0,-33.3705987296901,-558.326577819827,420.108923375831,131.018675025647
9,1416754800.0,7.38233825377194,0,0,0,76.6871868977714,-644.7,343.017499553594,146.809043039072
10,1416758400.0,7.123869356437046,0,0,0,-9.36844957475161,-558.326577819828,242.55,162.394085330863
11,1416762000.0,8.051909494517625,0,0,0,-25.9829830634069,-322.35,125.553118779233,177.752004810125
12,1416765600.0,7.508928117819898,0,0,0,-9.33192112986549,-1.5790595828206e-13,5.94076162266381e-14,192.861322037755
13,1416769200.0,9.87112759212806,0,0,0,47.6466394199898,322.35,-125.553118779233,207.700905267376
14,1416772800.0,10.994267324870055,0,0,0,40.3863155280637,558.326577819827,-242.55,222.25
15,1416776400.0,12.521738489925065,0,0,0,110.153713546105,644.7,-343.017499553594,236.488258011067
16,1416780000.0,9.42584068509897,0,0,0,-41.228086804389,558.326577819828,-420.108923375831,250.39576580928
17,1416783600.0,5.060197263823391,0,0,0,52.4150770135553,322.35,-468.570618332827,263.953072487422
18,1416787200.0,6.634056416928424,0,0,0,41.5869706974083,2.3685893742309e-13,-485.1,277.141216926207
19,1416790800.0,5.120093274221926,0,0,0,-1.51152540397176,-322.35,-468.570618332827,289.941754313125
20,1416794400.0,1.6147051969093167,0,0,0,16.7884217262026,-558.326577819828,-420.108923375831,302.336781939174
21,1416798000.0,3.65938549146819,0,0,0,50.3672907835499,-644.7,-343.017499553594,314.30896423742
22,1416801600.0,3.8796652353719536,0,0,0,18.6495806278997,-558.326577819828,-242.55,325.841557028358
23,1416805200.0,11.244256085874618,0,0,0,-3.08094572205131,-322.350000000001,-125.553118779233,336.918430938154
24,1416808800.0,11.029656545076614,0,0,0,-18.2841775575138,-3.15811916564119e-13,-1.18815232453276e-13,347.524093957039
25,1416812400.0,10.840378161717712,0,0,0,63.2734614964703,322.35,125.553118779233,357.643713106284
26,1416816000.0,14.024111911289522,0,0,0,-4.81351739934421,558.326577819828,242.55,367.26313518346
27,1416819600.0,15.800543723879402,0,0,0,21.3717691590696,644.7,343.017499553594,376.368906556972
28,1416823200.0,13.071431209064391,0,0,0,-65.6471483730129,558.326577819828,420.108923375831,384.948291982183
29,1416826800.0,15.123395867254102,0,0,0,-0.940129703316577,322.35,468.570618332827,392.989292412799
30,1416830400.0,11.219855487782414,0,0,0,-45.769785367592,1.53998215006649e-12,485.1,400.480661782625
31,1416834000.0,11.6886248888096,0,0,0,-26.4790205443573,-322.349999999999,468.570618332827,407.411922734204
32,1416837600.0,12.230425357975204,0,0,0,-12.6394322268158,-558.326577819827,420.108923375831,413.773381272349
33,1416841200.0,8.183049176228748,0,0,0,31.756293683676,-644.7,343.017499553594,419.556140322069
34,1416844800.0,8.304324239920495,0,0,0,45.0241174359646,-558.326577819827,242.55,424.75211217194
35,1416848400.0,3.5457866020792164,0,0,0,-53.7425191391811,-322.35,125.553118779233,429.354029785491
36,1416852000.0,7.322407890144379,0,0,0,61.1008479243666,-4.737178748461789e-13,1.78222848679914e-13,433.355456964821
37,1416855600.0,10.375086829286989,0,0,0,80.9811951150371,322.349999999999,-125.553118779232,436.750797352197
38,1416859200.0,10.01742816000941,0,0,0,0.771090578488187,558.326577819827,-242.55,439.53530225707
39,1416862800.0,14.817994005685886,0,0,0,-3.30779156488033,644.7,-343.017499553594,441.705077297546
