,timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
0,1416722400.0,4.979555804021924,0,0,0,-636.737592248087,0.0,0.0,0.0
1,1416726000.0,6.796243509971938,0,0,0,-156.670320865072,402.75,184.719152489669,24.1285376665129
2,1416729600.0,9.125637781440025,0,0,0,-99.9989962102889,697.583462748365,356.85,48.2233293913196
3,1416733200.0,13.89980520898821,0,0,0,-202.147024530305,805.5,504.662109732839,72.2506764294646
4,1416736800.0,9.755836658586048,0,0,0,344.617057067607,697.583462748365,618.082330680954,96.1769743634854
5,1416740400.0,14.990907398993205,0,0,0,146.219414944175,402.75,689.381262222508,119.968760102229
6,1416744000.0,8.704818471736566,0,0,0,-171.156250475417,9.86452996713193e-14,713.7,143.59275868201
7,1416747600.0,9.456062870922185,0,0,0,140.313545782151,-402.75,689.381262222508,167.015929804657
8,1416751200.0,5.230768048349245,0,0,0,-328.592768240735,-697.583462748365,618.082330680954,190.205514047357
9,1416754800.0,8.57070728018819,0,0,0,-239.23835708784,-805.5,504.662109732839,213.129078679669
10,1416758400.0,10.02081568355434,0,0,0,388.616971211445,-697.583462748365,356.85,235.754563023635
11,1416762000.0,10.005081534278998,0,0,0,142.745074943957,-402.75,184.719152489669,258.050323293529
12,1416765600.0,6.631488820508945,0,0,0,-104.27792335078,-1.97290599342639e-13,8.740304205514662e-14,279.98517685256
13,1416769200.0,10.214986467881372,0,0,0,-135.272492345246,402.75,-184.719152489669,301.528445824607
14,1416772800.0,11.990457572712737,0,0,0,76.4062095118863,697.583462748365,-356.85,322.65
15,1416776400.0,12.364474145860795,0,0,0,394.296653106232,805.5,-504.662109732839,343.320298975347
16,1416780000.0,12.010100943950498,0,0,0,-134.027324684531,697.583462748366,-618.082330680954,363.510433468455
17,1416783600.0,9.803753059948823,0,0,0,-10.7110011770431,402.75,-689.381262222508,383.192165750581
18,1416787200.0,8.00405010806252,0,0,0,-448.793502888162,2.95935899013958e-13,-713.7,402.337969139441
19,1416790800.0,6.930647589717272,0,0,0,-20.6989320041994,-402.749999999999,-689.381262222508,420.921066497772
20,1416794400.0,5.189445524815618,0,0,0,-120.890257173867,-697.583462748365,-618.082330680954,438.915467683574
21,1416798000.0,7.526186616588437,0,0,0,104.881940250124,-805.5,-504.662109732839,456.296005899679
22,1416801600.0,9.07635969581174,0,0,0,-414.012729172002,-697.583462748366,-356.85,473.038372891787
23,1416805200.0,9.352360185568367,0,0,0,-159.399737412092,-402.750000000001,-184.71915248967,489.119152945761
24,1416808800.0,12.142703521507727,0,0,0,525.343786961825,-3.94581198685277e-13,-1.74806084110293e-13,504.51585563662
25,1416812400.0,11.73999368737651,0,0,0,291.34562299925,402.750000000001,184.719152489669,519.206947283431
26,1416816000.0,13.032785503264556,0,0,0,-146.068800892153,697.583462748365,356.85,533.171881066112
27,1416819600.0,15.400093779008623,0,0,0,107.634730868772,805.5,504.662109732839,546.391125762012
28,1416823200.0,14.485332010811122,0,0,0,250.045017005237,697.583462748366,618.082330680954,558.846193062098
29,1416826800.0,14.127294517503552,0,0,0,72.5140129776117,402.75,689.381262222508,570.519663428525
30,1416830400.0,15.050189140015991,0,0,0,-170.176855128499,1.9240819324935e-12,713.7,581.395210457431
31,1416834000.0,13.6321336981,0,0,0,-55.1944068238331,-402.749999999999,689.381262222508,591.457623712896
32,1416837600.0,8.483698076202952,0,0,0,85.9292535912221,-697.583462748365,618.082330680954,600.692830000105
