,timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
0,1416722400.0,13.51046373746089,0,0,0,100.273560662285,0.0,0.0,0.0
1,1416726000.0,13.324209140840425,0,0,0,-17.0196215147616,281.1,121.593187389164,10.1180571711737
2,1416729600.0,18.51888531197216,0,0,0,146.657782248392,486.879482007611,234.9,20.2219633244864
3,1416733200.0,14.36011054640851,0,0,0,-152.13316761795,562.2,332.19876580144,30.2975872335551
4,1416736800.0,18.789533232442018,0,0,0,-49.1364137496589,486.879482007611,406.858734697929,40.3308372272728
5,1416740400.0,18.541679848448407,0,0,0,14.3753548000211,281.1,453.791953190604,50.3076808982847
6,1416744000.0,13.200613279478187,0,0,0,-42.4505305032978,6.884964304806422e-14,469.8,60.2141647285787
7,1416747600.0,14.571673344889474,0,0,0,100.161871203077,-281.1,453.791953190604,70.0364336047421
8,1416751200.0,14.203305591394285,0,0,0,189.945586069262,-486.879482007611,406.858734697929,79.7607501955907
9,1416754800.0,14.587627594082162,0,0,0,131.715247851746,-562.2,332.19876580144,89.3735141650682
10,1416758400.0,10.049226164456748,0,0,0,99.5552958804913,-486.879482007611,234.9,98.8612811935465
11,1416762000.0,12.915767920883525,0,0,0,221.208451704969,-281.1,121.593187389164,108.210781780922
12,1416765600.0,13.902600393823853,0,0,0,296.469449397601,-1.37699286096128e-13,5.75339066239427e-14,117.408939805211
13,1416769200.0,16.0962471019445,0,0,0,-31.481503613417,281.1,-121.593187389164,126.442890810691
14,1416772800.0,13.031991221099048,0,0,0,-159.44131628555,486.879482007611,-234.9,135.3
15,1416776400.0,14.3752218459274,0,0,0,109.907088203142,562.2,-332.19876580144,143.96787990505
16,1416780000.0,14.097114620978767,0,0,0,326.742090169336,486.879482007612,-406.858734697929,152.434407712016
17,1416783600.0,16.95246018587548,0,0,0,265.976026579913,281.1,-453.791953190604,160.68774221619
18,1416787200.0,12.057894741820814,0,0,0,10.1963773992665,2.06548929144193e-13,-469.8,168.716340382973
19,1416790800.0,10.122584632435657,0,0,0,-111.327057011554,-281.1,-453.791953190604,176.50897349186
20,1416794400.0,6.619330909746428,0,0,0,-102.317638244246,-486.879482007611,-406.858734697929,184.054742840811
21,1416798000.0,6.600252340136648,0,0,0,-145.13054864372,-562.2,-332.19876580144,191.34309498908
22,1416801600.0,8.040246660065275,0,0,0,-181.436980628619,-486.879482007612,-234.9,198.363836517151
23,1416805200.0,10.147390103684572,0,0,0,293.746148237461,-281.100000000001,-121.593187389165,205.10714828316
24,1416808800.0,13.615125779317573,0,0,0,-15.4938644948258,-2.75398572192257e-13,-1.15067813247885e-13,211.563599155849
25,1416812400.0,15.46566725992645,0,0,0,-150.221287744721,281.1,121.593187389164,217.72415920486
26,1416816000.0,17.900240110409342,0,0,0,-269.098952585079,486.879482007611,234.9,223.580212329908
27,1416819600.0,19.239861852910142,0,0,0,7.13949374280878,562.2,332.19876580144,229.123568311174
28,1416823200.0,17.65257419365409,0,0,0,-180.892739253806,486.879482007612,406.858734697929,234.346474264069
29,1416826800.0,15.138083162977209,0,0,0,28.6848009313422,281.1,453.791953190604,239.241625482347
30,1416830400.0,17.137438578412265,0,0,0,87.4768677607182,1.34291603035114e-12,469.8,243.802175654395
31,1416834000.0,11.311827666319607,0,0,0,-74.4193166896146,-281.099999999999,453.791953190604,248.021746438416
32,1416837600.0,10.346593237025703,0,0,0,104.739158264609,-486.879482007611,406.858734697929,251.894436383122
33,1416841200.0,13.170987476289717,0,0,0,155.214175268158,-562.2,332.19876580144,255.414829181444
34,1416844800.0,8.161808460392383,0,0,0,-87.5193082889706,-486.879482007611,234.9,258.57800124573
35,1416848400.0,6.7314938833623295,0,0,0,-162.26774321325,-281.1,121.593187389164,261.379528593822
36,1416852000.0,11.268389015065825,0,0,0,4.68915614167321,-4.13097858288385e-13,1.72601719871828e-13,263.815493036401
37,1416855600.0,15.473041480957772,0,0,0,-74.6125650410436,281.099999999999,-121.593187389164,265.882487656928
38,1416859200.0,13.472406122580828,0,0,0,42.482421149674,486.879482007611,-234.9,267.57762157652
39,1416862800.0,15.10343014470288,0,0,0,87.8609333494432,562.2,-332.19876580144,268.898523997111
40,1416866400.0,12.115132583962678,0,0,0,88.9500051826093,486.879482007611,-406.858734697929,269.843347517227
41,1416870000.0,10.996668135100547,0,0,0,-200.104426369118,281.100000000002,-453.791953190604,270.410770715741
42,1416873600.0,12.512879242367486,0,0,0,266.631093669135,4.81947501336449e-13,-469.8,270.6
43,1416877200.0,10.007967973488643,0,0,0,-50.4045530597334,-281.099999999999,-453.791953190604,270.410770715741
44,1416880800.0,7.930364774654543,0,0,0,46.6925466367497,-486.879482007611,-406.858734697929,269.843347517227
45,1416884400.0,12.810138012875079,0,0,0,391.380902835964,-562.2,-332.19876580144,268.898523997111
46,1416888000.0,9.58382402640657,0,0,0,-13.614129261911,-486.879482007612,-234.900000000001,267.57762157652
47,1416891600.0,14.296512726750436,0,0,0,-66.8824427016044,-281.1,-121.593187389164,265.882487656928
48,1416895200.0,10.934293524114405,0,0,0,-48.1164841836328,-5.50797144384513e-13,-2.30135626495771e-13,263.815493036401
49,1416898800.0,13.456001041748605,0,0,0,67.7741398447122,281.099999999999,121.593187389164,261.379528593822
50,1416902400.0,16.99492110177877,0,0,0,62.9082038591821,486.879482007612,234.9,258.57800124573
51,1416906000.0,21.505984939447053,0,0,0,120.085016632095,562.2,332.19876580144,255.414829181444
52,1416909600.0,13.220730839387501,0,0,0,-116.340656262519,486.879482007611,406.858734697929,251.894436383122
53,1416913200.0,17.388966726649986,0,0,0,65.4694544755521,281.1,453.791953190604,248.021746438416
54,1416916800.0,15.477409127871733,0,0,0,137.203414717522,6.19646787432578e-13,469.8,243.802175654395
55,1416920400.0,14.323520023673725,0,0,0,-55.5417435915382,-281.100000000001,453.791953190604,239.241625482347
56,1416924000.0,15.828604434843882,0,0,0,89.7315189836912,-486.879482007611,406.85873469793,234.346474264069
57,1416927600.0,15.010830027518065,0,0,0,-181.609412185169,-562.2,332.19876580144,229.123568311174
58,1416931200.0,13.486685290447694,0,0,0,162.132885987532,-486.879482007611,234.9,223.580212329908
59,1416934800.0,12.554622943005356,0,0,0,-29.8628241677642,-281.1,121.593187389164,217.72415920486
60,1416938400.0,12.713172471163835,0,0,0,-260.109308034203,-2.68583206070228e-12,1.12220197626995e-12,211.563599155849
61,1416942000.0,6.712502138452741,0,0,0,-274.998220866116,281.099999999999,-121.593187389164,205.10714828316
62,1416945600.0,11.9829304412196,0,0,0,-147.019078978169,486.879482007611,-234.899999999999,198.363836517151
63,1416949200.0,11.277476979428984,0,0,0,54.9520236496398,562.2,-332.19876580144,191.34309498908
64,1416952800.0,12.745163981205648,0,0,0,-93.6069133110767,486.879482007612,-406.858734697929,184.054742840811
65,1416956400.0,10.185199423448417,0,0,0,-227.34496330424,281.1,-453.791953190604,176.50897349186
66,1416960000.0,11.639224212606472,0,0,0,59.9024790783629,-1.23998955669294e-12,-469.8,168.716340382973
67,1416963600.0,7.188895555558745,0,0,0,-325.178560094217,-281.099999999999,-453.791953190604,160.68774221619
68,1416967200.0,6.979665188113453,0,0,0,-293.086597799932,-486.879482007612,-406.858734697929,152.434407712016
69,1416970800.0,10.56724722387018,0,0,0,-69.8703215230169,-562.2,-332.198765801441,143.96787990505
70,1416974400.0,11.033342349059552,0,0,0,-177.528716040681,-486.879482007611,-234.9,135.3
71,1416978000.0,8.657719528057475,0,0,0,-119.945638439262,-281.099999999999,-121.593187389164,126.442890810691
72,1416981600.0,12.730875933158558,0,0,0,138.042755341743,-8.2619571657677e-13,-3.45203439743656e-13,117.408939805211
73,1416985200.0,14.229647790349711,0,0,0,-33.6470362655343,281.099999999997,121.593187389163,108.210781780922
74,1416988800.0,12.19031007658047,0,0,0,-387.918900622038,486.879482007611,234.899999999999,98.8612811935464
75,1416992400.0,19.779133987295715,0,0,0,63.3743262740325,562.2,332.19876580144,89.3735141650682
76,1416996000.0,15.536965650225772,0,0,0,3.48242551638431,486.879482007612,406.858734697929,79.7607501955908
77,1416999600.0,17.62612150788454,0,0,0,-72.864676239425,281.1,453.791953190604,70.0364336047422
78,1417003200.0,17.76873135058615,0,0,0,51.1230878840911,2.89238098984648e-12,469.8,60.2141647285787
79,1417006800.0,12.753142302869522,0,0,0,-79.8235656017697,-281.099999999999,453.791953190604,50.3076808982847
80,1417010400.0,10.33636901317158,0,0,0,-259.460239212865,-486.879482007612,406.858734697929,40.3308372272729
81,1417014000.0,10.318514662808015,0,0,0,-63.9892831152956,-562.2,332.198765801441,30.2975872335551
82,1417017600.0,11.076038261164081,0,0,0,120.004554609974,-486.879482007613,234.900000000002,20.2219633244865
83,1417021200.0,10.810892142719286,0,0,0,-43.2920935736439,-281.099999999999,121.593187389164,10.1180571711737
84,1417024800.0,10.747676860818334,0,0,0,-176.146158384247,-9.63895002672899e-13,4.02737346367599e-13,3.3138942384927404e-14
85,1417028400.0,14.322535555499789,0,0,0,282.533503075299,281.100000000001,-121.593187389165,-10.1180571711737
86,1417032000.0,15.46569384898547,0,0,0,102.264621382415,486.879482007611,-234.899999999999,-20.2219633244863
87,1417035600.0,14.392337255481575,0,0,0,15.5609567786208,562.2,-332.198765801439,-30.2975872335551
88,1417039200.0,8.507226981174908,0,0,0,-13.7902653541887,486.879482007613,-406.858734697929,-40.3308372272727
89,1417042800.0,9.274972402094377,0,0,0,-194.088962081974,281.100000000001,-453.791953190604,-50.3076808982847
90,1417046400.0,9.681393710272962,0,0,0,-0.777865752859875,-9.64590984500679e-13,-469.8,-60.2141647285786
91,1417050000.0,5.6249135604791,0,0,0,-118.017254989216,-281.099999999999,-453.791953190604,-70.0364336047421
92,1417053600.0,5.2953690897345105,0,0,0,-166.144238313029,-486.87948200761,-406.85873469793,-79.7607501955906
93,1417057200.0,8.233177670601226,0,0,0,30.9912404475923,-562.2,-332.198765801441,-89.3735141650681
94,1417060800.0,10.261470508111913,0,0,0,20.6874594267814,-486.879482007612,-234.9,-98.8612811935465
95,1417064400.0,10.891304908841278,0,0,0,-146.492760403435,-281.099999999999,-121.593187389164,-108.210781780922
96,1417068000.0,7.030823648066928,0,0,0,-28.1023961478028,-1.10159428876903e-12,-4.60271252991541e-13,-117.408939805211
97,1417071600.0,13.948486997642135,0,0,0,-202.492197172406,281.099999999997,121.593187389163,-126.44289081069
98,1417075200.0,17.554258698737222,0,0,0,147.130836962699,486.87948200761,234.899999999999,-135.3
99,1417078800.0,14.246014842418226,0,0,0,-22.6215227358332,562.2,332.19876580144,-143.96787990505
100,1417082400.0,17.41027882508136,0,0,0,-93.0331495880312,486.879482007611,406.85873469793,-152.434407712016
101,1417086000.0,15.677141235856933,0,0,0,-136.30971158002,281.100000000001,453.791953190604,-160.687742216189
102,1417089600.0,14.153723802539472,0,0,0,226.43063832819,3.16777956203873e-12,469.8,-168.716340382973
103,1417093200.0,12.362917514944,0,0,0,59.2219140871151,-281.099999999999,453.791953190604,-176.508973491859
104,1417096800.0,8.51005755562107,0,0,0,3.47676542974685,-486.879482007611,406.858734697929,-184.054742840811
105,1417100400.0,9.075975775526647,0,0,0,49.758197389628,-562.2,332.198765801439,-191.34309498908
106,1417104000.0,11.343701777547032,0,0,0,281.526627385174,-486.879482007612,234.9,-198.363836517151
107,1417107600.0,6.877521648170092,0,0,0,-132.558189523003,-281.100000000002,121.593187389165,-205.10714828316
108,1417111200.0,8.800492312709846,0,0,0,-62.5206403293625,-1.23929357486516e-12,5.17805159615484e-13,-211.563599155849
109,1417114800.0,12.323272976650365,0,0,0,54.6957233357798,281.099999999997,-121.593187389163,-217.72415920486
110,1417118400.0,11.212863619017417,0,0,0,-152.03620484401,486.879482007612,-234.900000000001,-223.580212329908
111,1417122000.0,15.08061145944692,0,0,0,168.060221236768,562.2,-332.19876580144,-229.123568311174
112,1417125600.0,11.002222531741195,0,0,0,17.4147363781785,486.879482007613,-406.858734697929,-234.346474264069
113,1417129200.0,10.446537868720121,0,0,0,-191.226164767478,281.100000000001,-453.791953190604,-239.241625482347
114,1417132800.0,8.966217917511171,0,0,0,-11.5787719503572,3.30547884813486e-12,-469.8,-243.802175654395
115,1417136400.0,10.390377999601682,0,0,0,170.99631426761,-281.100000000002,-453.791953190604,-248.021746438416
116,1417140000.0,8.936800988734555,0,0,0,-73.5903573390301,-486.879482007611,-406.858734697929,-251.894436383122
117,1417143600.0,5.257935802024596,0,0,0,82.5739365146086,-562.2,-332.198765801441,-255.414829181444
118,1417147200.0,5.7371564417138226,0,0,0,43.5915459785564,-486.879482007612,-234.9,-258.57800124573
119,1417150800.0,8.527338109006449,0,0,0,158.589514120639,-281.100000000003,-121.593187389165,-261.379528593822
120,1417154400.0,11.135770311813378,0,0,0,-70.9800094243959,-5.37166412140457e-12,-2.2444039525399e-12,-263.815493036401
121,1417158000.0,17.392263745640797,0,0,0,152.409329557399,281.1,121.593187389164,-265.882487656928
122,1417161600.0,16.798780144817698,0,0,0,11.109082542973,486.87948200761,234.899999999999,-267.57762157652
123,1417165200.0,17.05484294270645,0,0,0,294.370276609306,562.2,332.198765801439,-268.898523997111
124,1417168800.0,15.275645961836139,0,0,0,98.1883296506179,486.879482007613,406.858734697929,-269.843347517227
125,1417172400.0,15.065232680509892,0,0,0,-5.56137158299073,281.100000000001,453.791953190604,-270.410770715741
126,1417176000.0,15.854341095953144,0,0,0,66.8720591398154,-5.51493126212293e-13,469.8,-270.6
127,1417179600.0,9.795071212823476,0,0,0,-37.4991435153551,-281.100000000002,453.791953190604,-270.410770715741
128,1417183200.0,9.549404821641852,0,0,0,89.9687524836145,-486.879482007609,406.85873469793,-269.843347517227
129,1417186800.0,9.151158372682687,0,0,0,-17.3312580821887,-562.2,332.198765801441,-268.898523997111
130,1417190400.0,7.674201655783271,0,0,0,95.2508109947088,-486.879482007612,234.9,-267.57762157652
131,1417194000.0,10.992417433718066,0,0,0,239.821394137587,-281.099999999999,121.593187389164,-265.882487656928
132,1417197600.0,10.003163858830375,0,0,0,63.7081911563826,2.47997911338587e-12,-1.03619191343711e-12,-263.815493036401
133,1417201200.0,11.097077596098591,0,0,0,-60.5006319586372,281.099999999997,-121.593187389163,-261.379528593822
134,1417204800.0,11.186059156682504,0,0,0,-215.947232341141,486.87948200761,-234.899999999999,-258.57800124573
